State,Year,Quarter,User_brand,User_count,User_percentage
Andhra Pradesh,2020,4,Samsung,3419866,20.026662270778694
Andhra Pradesh,2020,4,Vivo,2950572,17.278486627726362
Andhra Pradesh,2020,4,Oppo,1856052,10.869000879275195
Andhra Pradesh,2020,4,Realme,1361491,7.972862223755187
Andhra Pradesh,2020,4,Motorola,506158,2.964050439886476
Andhra Pradesh,2020,4,Huawei,437125,2.55979466596473
Andhra Pradesh,2020,4,Apple,394191,2.3083740787447593
Andhra Pradesh,2020,4,OnePlus,336518,1.9706422222502007
Andhra Pradesh,2020,4,Lenovo,276671,1.6201794681775874
Andhra Pradesh,2020,4,Others,1212259,7.098962818341979
Andhra Pradesh,2021,1,Xiaomi,4644641,25.292466406476287
Andhra Pradesh,2021,1,Samsung,3635596,19.797695817075972
Andhra Pradesh,2021,1,Vivo,3245151,17.671521362241542
Andhra Pradesh,2021,1,Oppo,2010506,10.948242386229424
Andhra Pradesh,2021,1,Realme,1531645,8.34059719774841
Andhra Pradesh,2021,1,Motorola,518115,2.8214034695451087
Andhra Pradesh,2021,1,Huawei,455604,2.480998825238855
Andhra Pradesh,2021,1,Apple,421002,2.2925730841327305
Andhra Pradesh,2021,1,OnePlus,355922,1.9381789094842536
Andhra Pradesh,2021,1,Lenovo,277980,1.5137445093543889
Andhra Pradesh,2021,1,Others,1267571,6.902578032473026
Andhra Pradesh,2021,2,Xiaomi,4937684,25.165424326757606
Andhra Pradesh,2021,2,Samsung,3798250,19.358179451967175
Andhra Pradesh,2021,2,Vivo,3572140,18.205786124544204
Andhra Pradesh,2021,2,Oppo,2173037,11.075110959458803
Andhra Pradesh,2021,2,Realme,1817804,9.264628721254192
Andhra Pradesh,2021,2,Motorola,503072,2.56395920575529
Andhra Pradesh,2021,2,Apple,450689,2.296983752788161
Andhra Pradesh,2021,2,Huawei,440324,2.2441574432983598
Andhra Pradesh,2021,2,OnePlus,394851,2.012399529991099
Andhra Pradesh,2021,2,Lenovo,261201,1.3312382889576195
Andhra Pradesh,2021,2,Others,1271853,6.482132195227488
Andhra Pradesh,2021,3,Xiaomi,5256707,24.9607429247758
Andhra Pradesh,2021,3,Vivo,3981492,18.905561650868393
Andhra Pradesh,2021,3,Samsung,3911188,18.571732873540032
Andhra Pradesh,2021,3,Oppo,2382363,11.312319746277973
Andhra Pradesh,2021,3,Realme,2134616,10.135927533932025
Andhra Pradesh,2021,3,Motorola,486971,2.3123141432119
Andhra Pradesh,2021,3,Apple,480993,2.2839284406790576
Andhra Pradesh,2021,3,OnePlus,459011,2.1795499674309915
Andhra Pradesh,2021,3,Huawei,435214,2.0665532188237568
Andhra Pradesh,2021,3,Lenovo,245241,1.1644928194808921
Andhra Pradesh,2021,3,Others,1286102,6.106876680979177
Andhra Pradesh,2021,4,Xiaomi,5518238,24.537466690980743
Andhra Pradesh,2021,4,Vivo,4381023,19.480712128567223
Andhra Pradesh,2021,4,Samsung,4017419,17.863905996119264
Andhra Pradesh,2021,4,Oppo,2580845,11.47601792856419
Andhra Pradesh,2021,4,Realme,2528884,11.244967490592858
Andhra Pradesh,2021,4,Apple,544986,2.423341621374582
Andhra Pradesh,2021,4,OnePlus,525373,2.33613020820063
Andhra Pradesh,2021,4,Motorola,474422,2.109570848968179
Andhra Pradesh,2021,4,Huawei,409934,1.822817694796872
Andhra Pradesh,2021,4,Lenovo,224391,0.9977798507885778
Andhra Pradesh,2021,4,Others,1283514,5.707289541046881
Andhra Pradesh,2022,1,Xiaomi,5743382,24.073240824411116
Andhra Pradesh,2022,1,Vivo,4772765,20.004924144575533
Andhra Pradesh,2022,1,Samsung,4124296,17.286882683261442
Andhra Pradesh,2022,1,Realme,2864092,12.00476939532653
Andhra Pradesh,2022,1,Oppo,2780974,11.656382394280213
Andhra Pradesh,2022,1,Apple,594003,2.489748595761639
Andhra Pradesh,2022,1,OnePlus,580737,2.4341444912851067
Andhra Pradesh,2022,1,Motorola,463652,1.9433856662711733
Andhra Pradesh,2022,1,Huawei,401477,1.68278072161352
Andhra Pradesh,2022,1,Lenovo,222586,0.9329636061370064
Andhra Pradesh,2022,1,Others,1309987,5.49077747707672
Arunachal Pradesh,2018,1,Xiaomi,5212,24.247499418469413
Arunachal Pradesh,2018,1,Samsung,4354,20.25587345894394
Arunachal Pradesh,2018,1,Vivo,3523,16.389858106536405
Arunachal Pradesh,2018,1,Oppo,2608,12.133054198650848
Arunachal Pradesh,2018,1,Realme,1297,6.033961386368923
Arunachal Pradesh,2018,1,Apple,628,2.9216096766689925
Arunachal Pradesh,2018,1,Gionee,563,2.619213770644336
Arunachal Pradesh,2018,1,Lenovo,420,1.9539427773900906
Arunachal Pradesh,2018,1,OnePlus,403,1.8748546173528728
Arunachal Pradesh,2018,1,Motorola,343,1.5957199348685742
Arunachal Pradesh,2018,1,Others,2144,9.974412654105606
Arunachal Pradesh,2018,2,Xiaomi,8058,24.505063406623485
Arunachal Pradesh,2018,2,Samsung,6633,20.17151719733601
Arunachal Pradesh,2018,2,Vivo,5591,17.002706565702645
Arunachal Pradesh,2018,2,Oppo,4204,12.784721588662833
Arunachal Pradesh,2018,2,Realme,1943,5.90882826992671
Arunachal Pradesh,2018,2,Apple,869,2.6427029164005718
Arunachal Pradesh,2018,2,Gionee,730,2.2199920931788464
Arunachal Pradesh,2018,2,Lenovo,581,1.7668704193656297
Arunachal Pradesh,2018,2,OnePlus,554,1.684761122768604
Arunachal Pradesh,2018,2,Motorola,514,1.5631177204026396
Arunachal Pradesh,2018,2,Others,3206,9.749718699632028
Arunachal Pradesh,2018,3,Xiaomi,11250,24.498061931100562
Arunachal Pradesh,2018,3,Samsung,9307,20.266974434911372
Arunachal Pradesh,2018,3,Vivo,8226,17.91298288402073
Arunachal Pradesh,2018,3,Oppo,5992,13.048212185880406
Arunachal Pradesh,2018,3,Realme,2676,5.827272331344454
Arunachal Pradesh,2018,3,Apple,1153,2.5107791472496843
Arunachal Pradesh,2018,3,Gionee,1024,2.229868037106398
Arunachal Pradesh,2018,3,OnePlus,740,1.6114280736901705
Arunachal Pradesh,2018,3,Motorola,722,1.5722311746004094
Arunachal Pradesh,2018,3,Lenovo,629,1.3697138626366447
Arunachal Pradesh,2018,3,Others,4203,9.15247593745917
Arunachal Pradesh,2018,4,Xiaomi,15097,24.408264890383496
Arunachal Pradesh,2018,4,Samsung,12580,20.338873439824095
Arunachal Pradesh,2018,4,Vivo,11624,18.793248399405034
Arunachal Pradesh,2018,4,Oppo,8328,13.464398887667334
Arunachal Pradesh,2018,4,Realme,3613,5.8413632542197504
Arunachal Pradesh,2018,4,Apple,1517,2.452628855978788
Arunachal Pradesh,2018,4,Gionee,1188,1.9207139623617668
Arunachal Pradesh,2018,4,Motorola,944,1.5262238892840976
Arunachal Pradesh,2018,4,OnePlus,896,1.448619284744228
Arunachal Pradesh,2018,4,Lenovo,831,1.3435297160964885
Arunachal Pradesh,2018,4,Others,5234,8.462135420034922
Arunachal Pradesh,2019,1,Xiaomi,18809,24.440921553594865
Arunachal Pradesh,2019,1,Samsung,15537,20.189196564315136
Arunachal Pradesh,2019,1,Vivo,14892,19.3510661798147
Arunachal Pradesh,2019,1,Oppo,10738,13.953246618241355
Arunachal Pradesh,2019,1,Realme,4413,5.734371142326234
Arunachal Pradesh,2019,1,Apple,1870,2.4299284015749056
Arunachal Pradesh,2019,1,Gionee,1310,1.7022493080551477
Arunachal Pradesh,2019,1,Motorola,1137,1.477448445235651
Arunachal Pradesh,2019,1,OnePlus,1114,1.4475616253232324
Arunachal Pradesh,2019,1,Huawei,972,1.2630429980378655
Arunachal Pradesh,2019,1,Others,6165,8.010967163480904
Arunachal Pradesh,2019,2,Xiaomi,23326,24.327058455441414
Arunachal Pradesh,2019,2,Samsung,19719,20.56526046826928
Arunachal Pradesh,2019,2,Vivo,18958,19.77160139750743
Arunachal Pradesh,2019,2,Oppo,13678,14.26500495385097
Arunachal Pradesh,2019,2,Realme,5425,5.657819262658393
Arunachal Pradesh,2019,2,Apple,2169,2.2620847890702405
Arunachal Pradesh,2019,2,Gionee,1608,1.6770089169317413
