State,Year,Quarter,District,Registered_user,App_opens
Arunachal Pradesh,2019,2,lower siang,1457,7737
Arunachal Pradesh,2019,2,dibang valley,241,258
Arunachal Pradesh,2019,2,west kameng,9782,73944
Arunachal Pradesh,2019,2,shi yomi,225,24
Arunachal Pradesh,2019,2,east kameng,1075,4146
Arunachal Pradesh,2019,2,lohit,5485,32550
Arunachal Pradesh,2019,2,lepa rada,903,4196
Arunachal Pradesh,2019,2,lower dibang valley,2842,12669
Arunachal Pradesh,2019,2,longding,1420,13256
Arunachal Pradesh,2019,2,west siang,3393,15972
Arunachal Pradesh,2019,2,kamle,212,972
Arunachal Pradesh,2019,2,upper siang,1372,2710
Arunachal Pradesh,2019,2,kurung kumey,481,2171
Arunachal Pradesh,2019,2,siang,831,3209
Arunachal Pradesh,2019,2,kra daadi,440,2639
Arunachal Pradesh,2019,2,changlang,6884,37725
Arunachal Pradesh,2019,2,pakke kessang,211,1237
Arunachal Pradesh,2019,2,east siang,7319,34596
Arunachal Pradesh,2019,2,upper subansiri,2355,9043
Arunachal Pradesh,2019,2,tawang,5908,32103
Arunachal Pradesh,2019,2,namsai,3914,18627
Arunachal Pradesh,2019,3,lower subansiri,2928,42877
Arunachal Pradesh,2019,3,tirap,3099,49222
Arunachal Pradesh,2019,3,papum pare,38845,582435
Arunachal Pradesh,2019,3,anjaw,1358,19509
Arunachal Pradesh,2019,3,lower siang,1689,25736
Arunachal Pradesh,2019,3,dibang valley,271,1436
Arunachal Pradesh,2019,3,west kameng,11186,260068
Arunachal Pradesh,2019,3,shi yomi,239,158
Arunachal Pradesh,2019,3,east kameng,1304,19974
Arunachal Pradesh,2019,3,lohit,6421,112322
Arunachal Pradesh,2019,3,lepa rada,1064,13695
Arunachal Pradesh,2019,3,lower dibang valley,3398,43057
Arunachal Pradesh,2019,3,longding,1634,46571
Arunachal Pradesh,2019,3,west siang,4101,64241
Arunachal Pradesh,2019,3,kamle,258,3686
Arunachal Pradesh,2019,3,upper siang,1486,8960
Arunachal Pradesh,2019,3,kurung kumey,572,8396
Arunachal Pradesh,2019,3,siang,948,13437
Arunachal Pradesh,2019,3,kra daadi,524,11363
Arunachal Pradesh,2019,3,changlang,8145,139098
Arunachal Pradesh,2019,3,pakke kessang,244,5099
Arunachal Pradesh,2019,3,east siang,8571,118071
Arunachal Pradesh,2019,3,upper subansiri,2748,35114
Arunachal Pradesh,2019,3,tawang,6553,114907
Arunachal Pradesh,2019,3,namsai,4563,72268
Arunachal Pradesh,2019,4,lower subansiri,3564,53396
Arunachal Pradesh,2019,4,tirap,3605,67097
Arunachal Pradesh,2019,4,papum pare,44746,670934
Arunachal Pradesh,2019,4,anjaw,1564,23729
Arunachal Pradesh,2019,4,lower siang,1921,28156
Arunachal Pradesh,2019,4,dibang valley,289,1738
Arunachal Pradesh,2019,4,west kameng,12562,313584
Arunachal Pradesh,2019,4,shi yomi,266,880
Arunachal Pradesh,2019,4,east kameng,1623,27850
Arunachal Pradesh,2019,4,lohit,7386,129353
Arunachal Pradesh,2019,4,lepa rada,1263,20798
Arunachal Pradesh,2019,4,lower dibang valley,3944,50034
Arunachal Pradesh,2019,4,longding,1847,48945
Arunachal Pradesh,2019,4,west siang,4773,70790
Arunachal Pradesh,2019,4,kamle,323,5098
Arunachal Pradesh,2019,4,upper siang,1804,26060
Arunachal Pradesh,2019,4,kurung kumey,653,7904
Arunachal Pradesh,2019,4,siang,1131,19220
Arunachal Pradesh,2019,4,kra daadi,603,13700
Arunachal Pradesh,2019,4,changlang,9662,152680
Arunachal Pradesh,2019,4,pakke kessang,296,5981
Arunachal Pradesh,2019,4,east siang,9859,132534
Arunachal Pradesh,2019,4,upper subansiri,3144,42354
Arunachal Pradesh,2019,4,tawang,7303,139898
Arunachal Pradesh,2019,4,namsai,5190,87627
Arunachal Pradesh,2020,1,lower subansiri,4351,72887
Arunachal Pradesh,2020,1,tirap,4261,76554
Arunachal Pradesh,2020,1,papum pare,51342,819599
Arunachal Pradesh,2020,1,anjaw,1747,25453
Arunachal Pradesh,2020,1,lower siang,2201,35216
Arunachal Pradesh,2020,1,dibang valley,320,2195
Arunachal Pradesh,2020,1,west kameng,13983,332479
Arunachal Pradesh,2020,1,shi yomi,290,989
Arunachal Pradesh,2020,1,east kameng,1962,37103
Arunachal Pradesh,2020,1,lohit,8454,159158
Arunachal Pradesh,2020,1,lepa rada,1532,28280
Arunachal Pradesh,2020,1,lower dibang valley,4650,71091
Arunachal Pradesh,2020,1,longding,2201,58817
Arunachal Pradesh,2020,1,west siang,5757,97255
Arunachal Pradesh,2020,1,kamle,373,7135
Arunachal Pradesh,2020,1,upper siang,2143,37600
Arunachal Pradesh,2020,1,kurung kumey,725,11471
Arunachal Pradesh,2020,1,siang,1390,24530
Arunachal Pradesh,2020,1,kra daadi,701,16770
Arunachal Pradesh,2020,1,changlang,11262,201632
Arunachal Pradesh,2020,1,pakke kessang,371,9758
Arunachal Pradesh,2020,1,east siang,11298,167166
Arunachal Pradesh,2020,1,upper subansiri,3675,56522
Arunachal Pradesh,2020,1,tawang,8048,138728
Arunachal Pradesh,2020,1,namsai,6029,109933
Arunachal Pradesh,2020,2,lower subansiri,5392,108893
Arunachal Pradesh,2020,2,tirap,5239,114770
Arunachal Pradesh,2020,2,papum pare,59968,932769
Arunachal Pradesh,2020,2,anjaw,1961,34903
Arunachal Pradesh,2020,2,lower siang,2644,48738
Arunachal Pradesh,2020,2,dibang valley,367,4076
Arunachal Pradesh,2020,2,west kameng,15766,394250
Arunachal Pradesh,2020,2,shi yomi,320,1597
Arunachal Pradesh,2020,2,east kameng,2506,53112
Arunachal Pradesh,2020,2,lohit,10154,219948
Arunachal Pradesh,2020,2,lepa rada,1890,38098
Arunachal Pradesh,2020,2,lower dibang valley,5782,110670
Arunachal Pradesh,2020,2,longding,2751,86086
Arunachal Pradesh,2020,2,west siang,7239,147515
Arunachal Pradesh,2020,2,kamle,509,11566
Arunachal Pradesh,2020,2,upper siang,2552,54123
Arunachal Pradesh,2020,2,kurung kumey,834,16738
Arunachal Pradesh,2020,2,siang,1831,40101
Arunachal Pradesh,2020,2,kra daadi,870,25480
Arunachal Pradesh,2020,2,changlang,14036,293705
Arunachal Pradesh,2020,2,pakke kessang,438,13500
Arunachal Pradesh,2020,2,east siang,13601,235755
Arunachal Pradesh,2020,2,upper subansiri,4465,80310
Arunachal Pradesh,2020,2,tawang,8993,170812
Arunachal Pradesh,2020,2,namsai,7426,149491
Arunachal Pradesh,2020,3,lower subansiri,6456,117359
Arunachal Pradesh,2020,3,tirap,6119,125437
Arunachal Pradesh,2020,3,papum pare,69419,1157730
Arunachal Pradesh,2020,3,anjaw,2226,42320
Arunachal Pradesh,2020,3,lower siang,2983,51520
Arunachal Pradesh,2020,3,dibang valley,411,4634
Arunachal Pradesh,2020,3,west kameng,17636,461190
Arunachal Pradesh,2020,3,shi yomi,337,2788
Arunachal Pradesh,2020,3,east kameng,3169,63062
Arunachal Pradesh,2020,3,lohit,11755,264444
Arunachal Pradesh,2020,3,lepa rada,2304,47233
Arunachal Pradesh,2020,3,lower dibang valley,6799,117752
Arunachal Pradesh,2020,3,longding,3277,91330
Arunachal Pradesh,2020,3,west siang,8623,158496
Arunachal Pradesh,2020,3,kamle,639,12196
Arunachal Pradesh,2020,3,upper siang,3011,59246
Arunachal Pradesh,2020,3,kurung kumey,1025,18583
Arunachal Pradesh,2020,3,siang,2225,42723
Arunachal Pradesh,2020,3,kra daadi,1026,29126
Arunachal Pradesh,2020,3,changlang,16385,326045
Arunachal Pradesh,2020,3,pakke kessang,508,11721
Arunachal Pradesh,2020,3,east siang,15921,302165
Arunachal Pradesh,2020,3,upper subansiri,5295,106598
Arunachal Pradesh,2020,3,tawang,9944,224583
Arunachal Pradesh,2020,3,namsai,8553,165140
Arunachal Pradesh,2020,4,lower subansiri,7388,124398
Arunachal Pradesh,2020,4,tirap,6805,134124
Arunachal Pradesh,2020,4,papum pare,77936,1397025
Arunachal Pradesh,2020,4,anjaw,2485,61121
Arunachal Pradesh,2020,4,lower siang,3320,54476
Arunachal Pradesh,2020,4,dibang valley,444,7677
Arunachal Pradesh,2020,4,west kameng,19464,455337
Arunachal Pradesh,2020,4,shi yomi,370,5847
Arunachal Pradesh,2020,4,east kameng,3638,62876
Arunachal Pradesh,2020,4,lohit,13126,285992
Arunachal Pradesh,2020,4,lepa rada,2735,57036
Arunachal Pradesh,2020,4,lower dibang valley,7693,132469
Arunachal Pradesh,2020,4,longding,3753,87881
Arunachal Pradesh,2020,4,west siang,9911,180696
Arunachal Pradesh,2020,4,kamle,745,14866
Arunachal Pradesh,2020,4,upper siang,3497,80140
Arunachal Pradesh,2020,4,kurung kumey,1173,21168
Arunachal Pradesh,2020,4,siang,2635,48090
Arunachal Pradesh,2020,4,kra daadi,1141,27924
Arunachal Pradesh,2020,4,changlang,18203,320708
Arunachal Pradesh,2020,4,pakke kessang,593,11458
Arunachal Pradesh,2020,4,east siang,17822,349321
Arunachal Pradesh,2020,4,upper subansiri,6069,125505
Arunachal Pradesh,2020,4,tawang,10909,249095
Arunachal Pradesh,2020,4,namsai,9437,177437
Arunachal Pradesh,2021,1,lower subansiri,8044,136547
Arunachal Pradesh,2021,1,tirap,7376,136247
Arunachal Pradesh,2021,1,papum pare,84715,1553363
Arunachal Pradesh,2021,1,anjaw,2660,55283
Arunachal Pradesh,2021,1,lower siang,3594,61226
Arunachal Pradesh,2021,1,dibang valley,478,9538
Arunachal Pradesh,2021,1,west kameng,21027,483047
Arunachal Pradesh,2021,1,shi yomi,390,7228
Arunachal Pradesh,2021,1,east kameng,3990,69455
Arunachal Pradesh,2021,1,lohit,14231,295880
Arunachal Pradesh,2021,1,lepa rada,3008,68424
Arunachal Pradesh,2021,1,lower dibang valley,8402,145425
Arunachal Pradesh,2021,1,longding,4117,92482
Arunachal Pradesh,2021,1,west siang,10836,191242
Arunachal Pradesh,2021,1,kamle,814,16142
Arunachal Pradesh,2021,1,upper siang,3847,87503
Arunachal Pradesh,2021,1,kurung kumey,1287,25911
Arunachal Pradesh,2021,1,siang,2878,56271
Arunachal Pradesh,2021,1,kra daadi,1244,30137
Arunachal Pradesh,2021,1,changlang,19716,344148
Arunachal Pradesh,2021,1,pakke kessang,647,14995
Arunachal Pradesh,2021,1,east siang,19342,363085
Arunachal Pradesh,2021,1,upper subansiri,6577,122422
Arunachal Pradesh,2021,1,tawang,11778,230123
Arunachal Pradesh,2021,1,namsai,10242,200584
Arunachal Pradesh,2021,2,lower subansiri,8685,444426
Arunachal Pradesh,2021,2,tirap,7955,547430
Arunachal Pradesh,2021,2,papum pare,90871,1786163
Arunachal Pradesh,2021,2,anjaw,2866,174807
Arunachal Pradesh,2021,2,lower siang,3872,246789
Arunachal Pradesh,2021,2,dibang valley,516,77457
Arunachal Pradesh,2021,2,west kameng,22625,1490269
Arunachal Pradesh,2021,2,shi yomi,430,99619
Arunachal Pradesh,2021,2,east kameng,4314,221705
Arunachal Pradesh,2021,2,lohit,15360,1008718
Arunachal Pradesh,2021,2,lepa rada,3249,228236
Arunachal Pradesh,2021,2,lower dibang valley,9094,434361
Arunachal Pradesh,2021,2,longding,4456,495881
Arunachal Pradesh,2021,2,west siang,11657,467127
Arunachal Pradesh,2021,2,kamle,883,164726
Arunachal Pradesh,2021,2,upper siang,4145,428792
Arunachal Pradesh,2021,2,kurung kumey,1398,201782
Arunachal Pradesh,2021,2,siang,3116,410979
Arunachal Pradesh,2021,2,kra daadi,1353,150762
Arunachal Pradesh,2021,2,changlang,21404,1212334
Arunachal Pradesh,2021,2,pakke kessang,702,156638
Arunachal Pradesh,2021,2,east siang,20817,855042
Arunachal Pradesh,2021,2,upper subansiri,7057,293916
Arunachal Pradesh,2021,2,tawang,12636,830993
Arunachal Pradesh,2021,2,namsai,11111,596897
Arunachal Pradesh,2021,3,lower subansiri,9451,558377
Arunachal Pradesh,2021,3,tirap,8665,578706
Arunachal Pradesh,2021,3,papum pare,97854,2308276
Arunachal Pradesh,2021,3,anjaw,3099,267726
Arunachal Pradesh,2021,3,lower siang,4229,347190
Arunachal Pradesh,2021,3,dibang valley,571,113574
Arunachal Pradesh,2021,3,west kameng,24489,2155265
Arunachal Pradesh,2021,3,shi yomi,473,181457
Arunachal Pradesh,2021,3,east kameng,4671,265900
Arunachal Pradesh,2021,3,lohit,16680,1408514
Arunachal Pradesh,2021,3,lepa rada,3527,264771
Arunachal Pradesh,2021,3,lower dibang valley,9920,581463
Arunachal Pradesh,2021,3,longding,4890,594284
Arunachal Pradesh,2021,3,west siang,12616,544772
Arunachal Pradesh,2021,3,kamle,974,203013
Arunachal Pradesh,2021,3,upper siang,4506,556857
Arunachal Pradesh,2021,3,kurung kumey,1509,292922
Arunachal Pradesh,2021,3,siang,3396,433332
Arunachal Pradesh,2021,3,kra daadi,1475,179974
Arunachal Pradesh,2021,3,changlang,23328,1668215
Arunachal Pradesh,2021,3,pakke kessang,770,213423
Arunachal Pradesh,2021,3,east siang,22538,1086775
Arunachal Pradesh,2021,3,upper subansiri,7652,375423
Arunachal Pradesh,2021,3,tawang,13650,1355010
Arunachal Pradesh,2021,3,namsai,12140,674435
Arunachal Pradesh,2021,4,lower subansiri,10187,348485
Arunachal Pradesh,2021,4,tirap,9331,311867
Arunachal Pradesh,2021,4,papum pare,104806,3554385
Arunachal Pradesh,2021,4,anjaw,3342,125753
Arunachal Pradesh,2021,4,lower siang,4550,156209
Arunachal Pradesh,2021,4,dibang valley,621,18166
Arunachal Pradesh,2021,4,west kameng,26237,1160379
Arunachal Pradesh,2021,4,shi yomi,498,15201
Arunachal Pradesh,2021,4,east kameng,5027,153109
Arunachal Pradesh,2021,4,lohit,17980,728676
Arunachal Pradesh,2021,4,lepa rada,3810,168938
Arunachal Pradesh,2021,4,lower dibang valley,10679,341060
Arunachal Pradesh,2021,4,longding,5345,215529
Arunachal Pradesh,2021,4,west siang,13555,389171
Arunachal Pradesh,2021,4,kamle,1069,48042
Arunachal Pradesh,2021,4,upper siang,4850,208167
Arunachal Pradesh,2021,4,kurung kumey,1633,54213
Arunachal Pradesh,2021,4,siang,3675,121770
Arunachal Pradesh,2021,4,kra daadi,1593,63448
Arunachal Pradesh,2021,4,changlang,25155,829350
Arunachal Pradesh,2021,4,pakke kessang,835,35976
Arunachal Pradesh,2021,4,east siang,24208,897713
Arunachal Pradesh,2021,4,upper subansiri,8201,240330
Arunachal Pradesh,2021,4,tawang,14665,506240
Arunachal Pradesh,2021,4,namsai,13092,538118
Arunachal Pradesh,2022,1,lower subansiri,10854,1566925
Arunachal Pradesh,2022,1,tirap,9972,1634844
Arunachal Pradesh,2022,1,papum pare,111271,3209286
Arunachal Pradesh,2022,1,anjaw,3560,640611
Arunachal Pradesh,2022,1,lower siang,4882,1085994
Arunachal Pradesh,2022,1,dibang valley,656,267633
Arunachal Pradesh,2022,1,west kameng,27860,4098935
Arunachal Pradesh,2022,1,shi yomi,540,230973
Arunachal Pradesh,2022,1,east kameng,5355,703590
Arunachal Pradesh,2022,1,lohit,19214,3212352
Arunachal Pradesh,2022,1,lepa rada,4049,1182371
Arunachal Pradesh,2022,1,lower dibang valley,11401,1918566
Arunachal Pradesh,2022,1,longding,5700,1728795
Arunachal Pradesh,2022,1,west siang,14420,1420049
Arunachal Pradesh,2022,1,kamle,1144,758412
Arunachal Pradesh,2022,1,upper siang,5146,2047229
Arunachal Pradesh,2022,1,kurung kumey,1744,845626
Arunachal Pradesh,2022,1,siang,3942,1227784
Arunachal Pradesh,2022,1,kra daadi,1701,720274
Arunachal Pradesh,2022,1,changlang,26904,4323291
Arunachal Pradesh,2022,1,pakke kessang,887,770322
Arunachal Pradesh,2022,1,east siang,25763,3444101
Arunachal Pradesh,2022,1,upper subansiri,8731,921019
Arunachal Pradesh,2022,1,tawang,15589,1922991
Arunachal Pradesh,2022,1,namsai,14054,1536586
Arunachal Pradesh,2022,2,lower subansiri,11479,1637036
Arunachal Pradesh,2022,2,tirap,10538,2173316
Arunachal Pradesh,2022,2,papum pare,117568,3870115
Arunachal Pradesh,2022,2,anjaw,3769,942878
Arunachal Pradesh,2022,2,lower siang,5161,1296404
Arunachal Pradesh,2022,2,dibang valley,701,212502
Arunachal Pradesh,2022,2,west kameng,29424,5493311
Arunachal Pradesh,2022,2,shi yomi,575,197796
Arunachal Pradesh,2022,2,east kameng,5680,791335
Arunachal Pradesh,2022,2,lohit,20325,3608724
Arunachal Pradesh,2022,2,lepa rada,4265,1110684
Arunachal Pradesh,2022,2,lower dibang valley,12040,2045531
Arunachal Pradesh,2022,2,longding,6034,1821245
Arunachal Pradesh,2022,2,west siang,15231,1555876
Arunachal Pradesh,2022,2,kamle,1210,1066185
Arunachal Pradesh,2022,2,upper siang,5440,2396815
Arunachal Pradesh,2022,2,kurung kumey,1854,734369
Arunachal Pradesh,2022,2,siang,4160,1500428
Arunachal Pradesh,2022,2,kra daadi,1797,724575
Arunachal Pradesh,2022,2,changlang,28495,5476741
Arunachal Pradesh,2022,2,pakke kessang,945,590302
Arunachal Pradesh,2022,2,east siang,27240,3704889
Arunachal Pradesh,2022,2,upper subansiri,9235,1261876
Arunachal Pradesh,2022,2,tawang,16475,3393271
Arunachal Pradesh,2022,2,namsai,14887,2283314
Arunachal Pradesh,2022,3,lower subansiri,12085,2475131
Arunachal Pradesh,2022,3,tirap,11115,2414601
Arunachal Pradesh,2022,3,papum pare,124095,4843797
Arunachal Pradesh,2022,3,anjaw,3966,844043
Arunachal Pradesh,2022,3,lower siang,5436,1508192
Arunachal Pradesh,2022,3,dibang valley,740,285052
Arunachal Pradesh,2022,3,west kameng,30964,7334928
Arunachal Pradesh,2022,3,shi yomi,598,312490
Arunachal Pradesh,2022,3,east kameng,5997,1054633
Arunachal Pradesh,2022,3,lohit,21385,4282624
Arunachal Pradesh,2022,3,lepa rada,4510,1208942
Arunachal Pradesh,2022,3,lower dibang valley,12668,2160151
Arunachal Pradesh,2022,3,longding,6321,2587741
Arunachal Pradesh,2022,3,west siang,16063,1637984
Arunachal Pradesh,2022,3,kamle,1262,1335449
Arunachal Pradesh,2022,3,upper siang,5690,2257253
Arunachal Pradesh,2022,3,kurung kumey,1936,861405
Arunachal Pradesh,2022,3,siang,4369,1681957
Arunachal Pradesh,2022,3,kra daadi,1893,1436202
Arunachal Pradesh,2022,3,changlang,29965,5703178
Arunachal Pradesh,2022,3,pakke kessang,980,1039686
Arunachal Pradesh,2022,3,east siang,28698,3767855
Arunachal Pradesh,2022,3,upper subansiri,9713,1535818
Arunachal Pradesh,2022,3,tawang,17281,4728673
Arunachal Pradesh,2022,3,namsai,15642,2424843
Arunachal Pradesh,2022,4,lower subansiri,12630,833741
Arunachal Pradesh,2022,4,tirap,11584,645541
Arunachal Pradesh,2022,4,papum pare,130306,6605350
Arunachal Pradesh,2022,4,anjaw,4105,197829
Arunachal Pradesh,2022,4,lower siang,5633,318731
Arunachal Pradesh,2022,4,dibang valley,752,15469
Arunachal Pradesh,2022,4,west kameng,32237,2129051
Arunachal Pradesh,2022,4,shi yomi,615,25308
Arunachal Pradesh,2022,4,east kameng,6307,390756
Arunachal Pradesh,2022,4,lohit,22359,1441490
Arunachal Pradesh,2022,4,lepa rada,4730,345752
Arunachal Pradesh,2022,4,lower dibang valley,13188,799856
Arunachal Pradesh,2022,4,longding,6590,442997
Arunachal Pradesh,2022,4,west siang,16816,964082
Arunachal Pradesh,2022,4,kamle,1301,131540
Arunachal Pradesh,2022,4,upper siang,5930,277877
Arunachal Pradesh,2022,4,kurung kumey,2008,72926
Arunachal Pradesh,2022,4,siang,4500,277881
Arunachal Pradesh,2022,4,kra daadi,1960,131838
Arunachal Pradesh,2022,4,changlang,31196,1611653
Arunachal Pradesh,2022,4,pakke kessang,1013,72545
Arunachal Pradesh,2022,4,east siang,30033,1542563
Arunachal Pradesh,2022,4,upper subansiri,10189,456906
Arunachal Pradesh,2022,4,tawang,18003,947132
Arunachal Pradesh,2022,4,namsai,16322,1096224
Arunachal Pradesh,2023,1,lower subansiri,13220,4665893
Arunachal Pradesh,2023,1,tirap,12127,3510306
Arunachal Pradesh,2023,1,papum pare,136357,8066083
Arunachal Pradesh,2023,1,anjaw,4310,960705
Arunachal Pradesh,2023,1,lower siang,5917,2503611
Arunachal Pradesh,2023,1,dibang valley,789,332244
Arunachal Pradesh,2023,1,west kameng,33625,7118752
Arunachal Pradesh,2023,1,shi yomi,631,409543
Arunachal Pradesh,2023,1,east kameng,6598,2956409
Arunachal Pradesh,2023,1,lohit,23429,5317984
Arunachal Pradesh,2023,1,lepa rada,4938,1844736
Arunachal Pradesh,2023,1,lower dibang valley,13811,4586215
Arunachal Pradesh,2023,1,longding,6882,4261440
Arunachal Pradesh,2023,1,west siang,17590,2457555
Arunachal Pradesh,2023,1,kamle,1367,2987329
Arunachal Pradesh,2023,1,upper siang,6196,3660864
Arunachal Pradesh,2023,1,kurung kumey,2091,1499108
Arunachal Pradesh,2023,1,siang,4696,2962268
Arunachal Pradesh,2023,1,kra daadi,2051,1694622
Arunachal Pradesh,2023,1,changlang,32646,10230395
Arunachal Pradesh,2023,1,pakke kessang,1057,1625393
Arunachal Pradesh,2023,1,east siang,31416,5195905
Arunachal Pradesh,2023,1,upper subansiri,10648,1991047
Arunachal Pradesh,2023,1,tawang,18817,4341255
Arunachal Pradesh,2023,1,namsai,17064,3817796
Arunachal Pradesh,2023,2,lower subansiri,13816,5009447
Arunachal Pradesh,2023,2,tirap,12712,3111463
Arunachal Pradesh,2023,2,papum pare,141879,8027014
Arunachal Pradesh,2023,2,anjaw,4513,1212448
Arunachal Pradesh,2023,2,lower siang,6218,2625653
Arunachal Pradesh,2023,2,dibang valley,829,690610
Arunachal Pradesh,2023,2,west kameng,35075,12694819
Arunachal Pradesh,2023,2,shi yomi,667,554599
Arunachal Pradesh,2023,2,east kameng,6885,3189496
Arunachal Pradesh,2023,2,lohit,24522,5555603
Arunachal Pradesh,2023,2,lepa rada,5175,2137902
Arunachal Pradesh,2023,2,lower dibang valley,14441,4403074
Arunachal Pradesh,2023,2,longding,7228,6889688
Arunachal Pradesh,2023,2,west siang,18396,5435236
Arunachal Pradesh,2023,2,kamle,1434,3536761
Arunachal Pradesh,2023,2,upper siang,6473,4405218
Arunachal Pradesh,2023,2,kurung kumey,2177,1008191
Arunachal Pradesh,2023,2,siang,4928,2397368
Arunachal Pradesh,2023,2,kra daadi,2152,952771
Arunachal Pradesh,2023,2,changlang,34286,13774151
Arunachal Pradesh,2023,2,pakke kessang,1107,1672388
Arunachal Pradesh,2023,2,east siang,32826,5234933
Arunachal Pradesh,2023,2,upper subansiri,11120,1284729
